AÑO;T.RED;NOMBRE;DESCRIPCIÓN;LONG.;IMD;ACV;ASV;MUERTOS;HERIDOS;IM;IP;IAT;IL;IG
2020;CL;AV-120;DE MUÑANA (N-110) A MUÑICO (AV-110);19.69;107.652107669;1.0;0.0;0.0;1.0;0.0;129.252479273;129.252479273;0.0;0.0
2020;CL;AV-322;DE SANCHIDRIÁN (AP-6) A L.P. DE SEGOVIA;2.406;362.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;AV-500;DE ÁVILA (N-501) A LÍMITE DE PROVINCIA DE SEGOVIA;22.212;557.47906537;1.0;5.0;0.0;1.0;0.0;22.1253886152;132.752331691;0.0;0.0
2020;CL;AV-501;DE NAVALPERAL DE PINARES (CRUCE CON CL-505) A SANTA MARÍA DEL CUBILLO (CRUCE CON N-110);26.0;98.6350384615;0.0;2.0;0.0;0.0;0.0;0.0;213.664595504;0.0;0.0
2020;CL;AV-504;DE CEBREROS  A  N-403 (PRESA DE BURGUILLO)_x000D_;7.2;308.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CP;AV-512;DE CEBREROS (CRUCE CON AV-502) A EL TIEMBLO (CRUCE CON N-403);6.65;1144.0;2.0;2.0;0.0;2.0;0.0;72.0260273252;144.05205465;0.0;0.0
2020;CL;AV-561;DE HOYO DE PINARES (AV-502) A LÍMITE DE C.A. DE MADRID;11.738;403.0;2.0;1.0;0.0;2.0;0.0;115.83451374;173.75177061;0.0;0.0
2020;CP;AV-804;DE ÁVILA (CRUCE CON N-501) A ARÉVALO (POLÍGONO INDUSTRIAL, CRUCE CON CL-605);44.26;1127.84907366;2.0;11.0;0.0;2.0;0.0;10.9767742981;71.349032938;0.0;0.0
2020;CL;AV-810;DE ARÉVALO (POLÍGONO INDUSTRIAL, CL-605) A RAMAL A-6_x000D_;1.403;3716.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CP;AV-902;DE BURGOHONDO (AV-900) A CRUCE CON N-403;20.709;919.661741272;7.0;8.0;0.0;7.0;0.0;100.697323571;215.779979081;0.0;0.0
2020;CP;AV-904;DE CRUCE CON N-403 A CRUCE CON CL-501;2.915;1276.0;1.0;3.0;0.0;1.0;0.0;73.6576573285;294.630629314;0.0;0.0
2020;CP;AV-905;DE VENTA DEL OBISPO (N-502) A CRUCE CON N-403 (EL BARRACO);46.895;384.224373601;0.0;11.0;0.0;0.0;0.0;0.0;167.258566095;0.0;0.0
2020;CL;AV-913;DE BURGOHONDO (CRUCE CON AV-901) A CRUCE CON AV-922;32.135;235.964369068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;AV-915;DE SOTILLO DE LA ADRADA (CL-501) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;14.137;322.162764377;1.0;2.0;0.0;1.0;0.0;60.1553882858;180.466164857;0.0;0.0
2020;CP;AV-923;DE CRUCE CON N-502 A ARENAS DE SAN PEDRO (CRUCE CON AV-924);6.295;1756.0;2.0;2.0;1.0;1.0;24.7848839372;49.5697678744;99.1395357489;50.0;50.0
2020;CL;AV-932;DE PIEDRAHÍTA (N-110) A CRUCE CON AV-941;27.821;82.03037274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;AV-933;DE MUÑANA (N-110) A CRUCE CON N-502;7.623;332.0;0.0;1.0;0.0;0.0;0.0;0.0;108.253795481;0.0;0.0
2020;CP;AV-941;DE VENTA RASQUILLA (CRUCE CON N-502) A EL BARCO DE ÁVILA (N-110);52.104;629.753800092;4.0;22.0;0.0;4.0;0.0;33.3983694772;217.089401602;0.0;0.0
2020;CL;BU-121;DE BERLANGA DE ROA (BU-120)  A N-122;7.3;227.0;0.0;3.0;0.0;0.0;0.0;0.0;495.997711797;0.0;0.0
2020;CL;BU-122;DE ROA DE DUERO (BU-130) A FUENTECÉN (N-122);8.6;145.0;0.0;4.0;0.0;0.0;0.0;0.0;878.821500368;0.0;0.0
2020;CL;BU-123;DE BU-122 A N-122;5.6;145.0;0.0;1.0;0.0;0.0;0.0;0.0;337.404683177;0.0;0.0
2020;CP;BU-130;DE A-I A LÍMITE DE PROVINCIA DE VALLADOLID;40.2;636.317412935;0.0;23.0;0.0;0.0;0.0;0.0;246.340098382;0.0;0.0
2020;CL;BU-131;DE MAMBRILLA DE CASTREJÓN (BU-134) A NAVA DE ROA (N-122);7.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CP;BU-140;DE TÓRTOLES DE ESGUEVA (CL-619) A LÍMITE DE PROVINCIA DE PALENCIA;2.6;136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;BU-143;DE N-622 A LÍMITE DE PROVINCIA DE PALENCIA;4.3;54.0;0.0;1.0;0.0;0.0;0.0;0.0;1179.89923661;0.0;0.0
2020;CL;BU-202;DE ADRADA DE HAZA (BU-200) A CRUCE CON N-I;17.2;129.531395349;0.0;5.0;0.0;0.0;0.0;0.0;614.856330825;0.0;0.0
2020;CL;BU-404;DE VILLASANDINO (N-120) A CASTROJERIZ (BU-400);10.7;408.0;1.0;2.0;0.0;1.0;0.0;62.7571474115;188.271442235;0.0;0.0
2020;CL;BU-504;DE CRUCE CON BU-530 A CRUCE CON N-I (CALZADA DE BUREBA);27.94;342.005726557;0.0;6.0;0.0;0.0;0.0;0.0;172.027788451;0.0;0.0
2020;CP;BU-526;DE BERCEDO (CL-629) A SONCILLO (N-232);37.62;682.80861244;2.0;24.0;0.0;2.0;0.0;21.331399514;277.308193682;0.0;0.0
2020;CP;BU-530;DE TRESPADERNE (N-629) A LÍMITE DE C.A. DEL PAÍS VASCO;23.4;929.076923077;4.0;28.0;0.0;5.0;0.0;50.408015076;403.264120608;0.0;0.0
2020;CP;BU-550;DE TRESPADERNE (N-629) A LÍMITE DE C.A. DEL PAÍS VASCO;44.5;731.44494382;1.0;22.0;0.0;1.0;0.0;8.41715805685;193.594635307;0.0;0.0
2020;CP;BU-552;DE BERBERANA (BU-556) A EL RIBERO (N-629);41.88;983.074498567;0.0;23.0;0.0;0.0;0.0;0.0;153.053007567;0.0;0.0
2020;CL;BU-553;DE CRUCE CON BU-550 (SAN PANTALEÓN DE LOSA) A LÍMITE DE C.A. DEL PAÍS VASCO;5.2;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;BU-555;DE LÍMITE DE C.A. DEL PAÍS VASCO A LÍMITE DE C.A. DEL PAÍS VASCO;3.05;348.0;0.0;1.0;0.0;0.0;0.0;0.0;258.123801338;0.0;0.0
2020;CP;BU-556;DE LÍMITE DE C.A. DEL PAÍS VASCO A LÍMITE DE C.A. DEL PAÍS VASCO POR BERBERANA;7.8;666.0;0.0;3.0;0.0;0.0;0.0;0.0;158.219336302;0.0;0.0
2020;CL;BU-561;DE VILLARCAYO (CL-629) A SANTELICES (BU-525);20.2;332.0;1.0;6.0;0.0;1.0;0.0;40.8524100471;285.96687033;0.0;0.0
2020;CL;BU-572;DE BU-570 (SALCEDILLO) A LÍMITE DE C.A. DE CANTABRIA;8.6;117.0;0.0;2.0;0.0;0.0;0.0;0.0;544.568878433;0.0;0.0
2020;CL;BU-574;DE CRUCE CON N-623 A LÍMITE DE C.A. DE CANTABRIA;4.23;117.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;BU-601;DE LA NUEZ DE ARRIBA (N-627) A MELGAR DE FERNAMENTAL;46.72;404.547945205;0.0;5.0;0.0;0.0;0.0;0.0;72.4776838312;0.0;0.0
2020;CL;BU-611;DE CRUCE CON N-623 A LÍMITE DE C.A. DE CANTABRIA;1.2;117.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CP;BU-622;DE POLÍGONO INDUSTRIAL VILLALONQUEJAR (C/LÓPEZ BRAVO) A N-627_x000D_;27.2;836.496323529;2.0;17.0;0.0;3.0;0.0;24.0826453774;228.785131086;0.0;0.0
2020;CP;BU-627;DE VILLANUEVA DE ARGAÑO (N-120) A LÍMITE DE PROVINCIA DE PALENCIA;43.53;522.470480129;3.0;29.0;1.0;4.0;12.0463842169;36.1391526508;385.484294942;20.0;33.3333333333
2020;CL;BU-640;DE CRUCE CON N-120 A CRUCE CON BU-627 (VILLADIEGO);15.2;361.0;0.0;4.0;0.0;0.0;0.0;0.0;199.717599315;0.0;0.0
2020;CL;BU-643;DE ESCALADA (N-623) A LÍMITE DE C.A. DE CANTABRIA;10.0;257.0;0.0;5.0;0.0;0.0;0.0;0.0;533.020627898;0.0;0.0
2020;CL;BU-702;DE CRUCE CON N-I A VILLAESCUSA LA SOMBRÍA;6.3;170.0;0.0;3.0;0.0;0.0;0.0;0.0;767.430259775;0.0;0.0
2020;CL;BU-704;DE VILLALÓMEZ (BU-703) A TOSANTOS (N-120);7.8;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;BU-744;DE CRUCE CON CL-127 (CUCHO) A LÍMITE DE C.A. DEL PAÍS VASCO;3.8;429.0;0.0;2.0;0.0;0.0;0.0;0.0;336.121460851;0.0;0.0
2020;CL;BU-822;DE QUINTANAR DE LA SIERRA (CL-117) A LÍMITE DE C.A. DE LA RIOJA;17.4;153.0;0.0;3.0;0.0;0.0;0.0;0.0;308.736311404;0.0;0.0
2020;CP;BU-901;DE CUEVAS DE SAN CLEMENTE (N-234) A SANTO DOMINGO DE SILOS (BU-910);28.44;234.053445851;0.0;27.0;0.0;0.0;0.0;0.0;1111.28708777;0.0;0.0
2020;CP;BU-904;DE LERMA, (N-I) A COVARRUBIAS (BU-901);21.8;476.0;2.0;36.0;0.0;2.0;0.0;52.8048343882;1003.29185338;0.0;0.0
2020;CL;BU-905;DE COVARRUBIAS A HORTIGÜELA (N-234);13.2;199.0;0.0;2.0;0.0;0.0;0.0;0.0;208.597992036;0.0;0.0
2020;CP;BU-910;DE ARANDA DE DUERO A HACINAS (N-234);56.5;834.377345133;4.0;56.0;0.0;6.0;0.0;23.2464251008;348.696376512;0.0;0.0
2020;CL;BU-920;DE GUMIEL DE IZÁN (N-120) A CALERUEGA (BU-910);19.65;103.0;0.0;11.0;0.0;0.0;0.0;0.0;1489.01832068;0.0;0.0
2020;CL;BU-923;DE CALERUEGA A LA VID;24.32;82.0;0.0;1.0;0.0;0.0;0.0;0.0;137.381961419;0.0;0.0
2020;B;CL-101;DE ÁGREDA (N-122) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;101.12;2272.59523339;6.0;95.0;0.0;9.0;0.0;7.15318131668;120.411885497;0.0;0.0
2020;B;CL-127;DE PUEBLA DE ARGANZÓN  (N-1) A LÍMITE C.A. PAÍS VASCO_x000D_;33.18;1274.40415913;4.0;28.0;0.0;5.0;0.0;25.9169305553;207.335444442;0.0;0.0
2020;B;CL-505;DE ÁVILA A LÍMITE DE C.A. DE MADRID;40.46;2626.3586258;5.0;40.0;0.0;7.0;0.0;12.8913153788;116.021838409;0.0;0.0
2020;B;CL-526;DE CIUDAD RODRIGO A LÍMITE DE C.A. DE EXTREMADURA;43.21;980.030317056;1.0;22.0;0.0;3.0;0.0;6.46968831497;148.802831244;0.0;0.0
2020;B;CL-527;DE ZAMORA A LA FRONTERA CON PORTUGAL;72.088;1397.55410054;1.0;41.0;1.0;1.0;2.71941525871;2.71941525871;114.215440866;50.0;100.0
2020;B;CL-600;DE SIMANCAS A TUDELA DE DUERO;26.8;2610.2238806;4.0;44.0;0.0;6.0;0.0;15.6658720153;187.990464184;0.0;0.0
2020;B;CL-619;DE MAGAZ DE PISUERGA (N-620) A ARANDA DE DUERO;76.3;1460.00094364;5.0;88.0;0.0;8.0;0.0;12.2970082794;228.724353998;0.0;0.0
2020;B;CL-620;DE LÍMITE DE C.A. DEL PAÍS VASCO (VIZCAYA)  A LÍMITE DE C.A. DEL PAÍS VASCO (ÁLAVA);4.7;476.0;0.0;1.0;0.0;0.0;0.0;0.0;122.462275496;0.0;0.0
2020;B;CL-625;DE SANTA MARÍA DEL PÁRAMO A SANTA MARÍA DEL PÁRAMO;5.13;2568.0;0.0;2.0;0.0;0.0;0.0;0.0;41.593431033;0.0;0.0
2020;B;CL-628;DE MEDINA DE POMAR (N-629) A VILLARCAYO;7.7;4714.0;4.0;18.0;0.0;5.0;0.0;30.1916482806;166.054065543;0.0;0.0
2020;B;CL-629;DE SOTOPALACIOS (N-623) A LÍMITE DE C.A. DEL PAÍS VASCO;100.18;2548.06588141;16.0;124.0;1.0;29.0;1.07328597791;17.1725756466;150.260036907;3.33333333333;6.25
2020;B;CL-630;DE N-623 A LÍMITE DE C.A. DE CANTABRIA;2.62;983.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;LE-106;DE CRUCE CON N-VI A BEMBIBRE;13.415;792.0;0.0;2.0;0.0;0.0;0.0;0.0;51.5728667103;0.0;0.0
2020;CL;LE-111;DE NOGAREJAS (LE-1259 A LÍMITE DE PROVINCIA DE ZAMORA;4.0;167.0;0.0;2.0;0.0;0.0;0.0;0.0;820.277253712;0.0;0.0
2020;CL;LE-114;DE LA BAÑEZA (LE-125) A SAN ADRIÁN DEL VALLE (N-VI);28.2;836.0;2.0;30.0;0.0;2.0;0.0;23.2424414418;371.879063069;0.0;0.0
2020;CL;LE-211;DE ALMANZA (LE-232) A VALLE DE LAS CASAS (CL-626);13.385;448.0;0.0;8.0;0.0;0.0;0.0;0.0;365.511236912;0.0;0.0
2020;CP;LE-215;DE BOCA DE HUÉRGANO A LÍMITE DE PROVINCIA DE PALENCIA;18.0;323.072777778;1.0;7.0;0.0;1.0;0.0;47.1122954305;376.898363444;0.0;0.0
2020;CL;LE-315;DE ROBLES DE LA VALCUEVA (CL-626) A PIEDRAFITA DE MEDIANA;23.73;343.0;1.0;5.0;1.0;0.0;33.6600903433;33.6600903433;201.96054206;100.0;100.0
2020;CP;LE-331;DE BOÑAR A LÍMITE DE C.A. DE ASTURIAS;41.6;682.365384615;5.0;12.0;0.0;9.0;0.0;48.2577224903;164.076256467;0.0;0.0
2020;CL;LE-333;DE PUEBLA DE LILLO (LE-331) A PUERTO DE TARNA;14.4;222.0;0.0;1.0;0.0;0.0;0.0;0.0;85.7021404967;0.0;0.0
2020;CL;LE-412;DE VILLAQUEJIDA (N-630) A CEBRONES (N-VI);21.1;426.853080569;1.0;9.0;0.0;1.0;0.0;30.4190929696;304.190929696;0.0;0.0
2020;CL;LE-413;DE VILLANUEVA DE CARRIZO (LE-441) A CRUCE CON N-VI (VALCABADO);43.283;821.360880715;1.0;29.0;0.0;2.0;0.0;7.7064748637;231.194245911;0.0;0.0
2020;CP;LE-451;DE ASTORGA, CRUCE CON N-120, A CRUCE CON LE-493 (RIELLO);49.4;501.004048583;2.0;31.0;0.0;6.0;0.0;22.1395580324;365.302707535;0.0;0.0
2020;CP;LE-460;DE TORRE DEL BIERZO A CRUCE CON CL-623;65.6;250.187957317;4.0;23.0;0.0;4.0;0.0;66.772384601;450.713596057;0.0;0.0
2020;CL;LE-465;DE LE-5330 (acceso A-6) A LE-460_x000D_;5.7;331.0;0.0;2.0;0.0;0.0;0.0;0.0;290.425189738;0.0;0.0
2020;CP;LE-493;DE LA MAGDALENA (CL-626) A RIOSCURO (CL-626);53.94;523.0;2.0;19.0;0.0;5.0;0.0;19.4233662883;203.945346027;0.0;0.0
2020;CP;LE-521;DE MATALLANA (N-601) A VALENCIA DE DON JUAN;17.3;677.0;1.0;1.0;0.0;2.0;0.0;23.3922697671;46.7845395343;0.0;0.0
2020;CP;LE-711;DE PONFERRADA A CRUCE CON CL-631;45.47;1583.94215967;1.0;35.0;1.0;1.0;3.80402062346;3.80402062346;136.944742445;50.0;100.0
2020;CP;LE-715;DE FRESNEDO (CL-631) A FABERO (LE-711);14.1;1520.0;1.0;26.0;0.0;1.0;0.0;12.783342793;345.150255411;0.0;0.0
2020;CL;LE-723;DE AMBASMESTAS (N-VI) A LÍMITE DE C.A. DE GALICIA;13.8;265.0;0.0;2.0;0.0;0.0;0.0;0.0;149.834620038;0.0;0.0
2020;CL;P-123;DE CALABAZANOS A VENTA DE BAÑOS;1.5;3926.0;0.0;1.0;0.0;0.0;0.0;0.0;46.5227717337;0.0;0.0
2020;CP;P-130;DE BALTANÁS (CL-619) A TORQUEMADA;12.612;360.0;2.0;3.0;0.0;2.0;0.0;120.684270157;301.710675393;0.0;0.0
2020;CP;P-215;DE GUARDO (CL-626) A LÍMITE DE PROVINCIA DE LEÓN;8.829;1054.01019368;1.0;8.0;0.0;1.0;0.0;29.4408813912;264.967932521;0.0;0.0
2020;CP;P-227;DE CRUCE CON CL-626 A HERRERA DE PISUERGA;34.954;760.084511072;2.0;23.0;0.0;2.0;0.0;20.6242596065;257.803245081;0.0;0.0
2020;CP;P-230;DE HERRERA DE PISUERGA (P-227) A CRUCE CON P-225;30.25;303.985454545;0.0;21.0;0.0;0.0;0.0;0.0;625.674201194;0.0;0.0
2020;CL;P-232;DE CRUCE CON N-611 A SOTOBAÑADO;17.07;269.0;0.0;5.0;0.0;0.0;0.0;0.0;298.326160528;0.0;0.0
2020;CP;P-235;DE SALDAÑA, CRUCE CON C-615, A CRUCE CON N-120;19.587;1310.0;1.0;10.0;1.0;0.0;10.6774591006;10.6774591006;117.452050107;100.0;100.0
2020;CL;P-236;DE VILLAHERREROS (N-120) A VILLAELES DE VALDAVIA (P-230);23.59;487.116150911;0.0;11.0;0.0;0.0;0.0;0.0;262.264404458;0.0;0.0
2020;CL;P-242;DE SAN MAMÉS DE CAMPOS (N-120) A BAHÍLLO (P-240);9.851;270.0;0.0;2.0;0.0;0.0;0.0;0.0;206.01225124;0.0;0.0
2020;CL;P-244;DE CRUCE CON N-120 A VILLASARRACINO;7.304;270.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;P-281;DE CANTABRIA A CL-627;0.639;96.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;P-411;DE CRUCE CON P-405 A TORQUEMADA (P-412);15.665;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;P-420;DE AMUSCO (N-611) A CRUCE CON P-430;5.525;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;P-430;DE FRÓMISTA (P-431) A CRUCE CON P-405;19.62;22.0;0.0;1.0;0.0;0.0;0.0;0.0;634.724776989;0.0;0.0
2020;CL;P-904;DE AMPUDIA (P-901) A LÍMITE DE PROVINCIA DE VALLADOLID;7.34;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CP;P-905;DE CRUCE CON N-120 A LÍMITE DE PROVINCIA DE VALLADOLID;26.715;287.407037245;0.0;2.0;0.0;0.0;0.0;0.0;71.3648824764;0.0;0.0
2020;CL;P-913;DE VILLARRAMIEL A LÍMITE DE PROVINCIA DE VALLADOLID;14.082;216.675614259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;P-923;DE VILLARRAMIEL (N-610) A GUAZA DE CAMPOS;9.524;117.0;1.0;0.0;0.0;5.0;0.0;245.867931254;245.867931254;0.0;0.0
2020;CL;P-924;DE PAREDES DE NAVA (CL-613) A LÍMITE DE PROVINCIA DE VALLADOLID;19.775;117.0;0.0;2.0;0.0;0.0;0.0;0.0;236.828943339;0.0;0.0
2020;CL;P-940;DE MAZARIEGOS (N-610) A FUENTES DE NAVA (P-953);8.277;640.0;0.0;9.0;0.0;0.0;0.0;0.0;465.475380697;0.0;0.0
2020;CP;P-953;DE LA VENTA (CL-615) A VILLARRAMIEL (N-610);31.421;219.366124566;0.0;5.0;0.0;0.0;0.0;0.0;198.741047409;0.0;0.0
2020;CL;P-963;DE CRUCE CON CL-615 A CERVATOS DE LA CUEZA (N-120);15.703;145.0;0.0;3.0;0.0;0.0;0.0;0.0;360.975525528;0.0;0.0
2020;CP;SA-100;DE CRUCE CON N-630 A LÍMITE DE PROVINCIA DE ÁVILA;5.505;1087.0;0.0;5.0;0.0;0.0;0.0;0.0;228.923444807;0.0;0.0
2020;CL;SA-113;DE MACOTERA, CRUCE CON SA-105, A ANAYA DE ALBA, CRUCE CON CL-510;22.675;253.0;0.0;1.0;0.0;0.0;0.0;0.0;47.7572508491;0.0;0.0
2020;CP;SA-114;DE PEÑARANDA DE BRACAMONTE A CRUCE CON N-630;44.565;1080.83552115;3.0;19.0;1.0;3.0;5.68792178242;17.0637653473;125.134279213;25.0;33.3333333333
2020;CP;SA-201;DE TAMAMES (SA-215) A LÍMITE DE C.A. DE EXTREMADURA;37.375;760.585953177;3.0;27.0;0.0;5.0;0.0;28.9133816286;289.133816286;0.0;0.0
2020;CP;SA-212;DE GUIJUELO (N-630) A TAMAMES (SA-210);43.798;496.207543723;1.0;17.0;0.0;3.0;0.0;12.6063538668;226.914369603;0.0;0.0
2020;CP;SA-225;DE CRUCE CON SA-220 A LÍMITE DE C.A. DE EXTREMADURA;21.595;358.0;1.0;3.0;0.0;1.0;0.0;35.4381384502;141.752553801;0.0;0.0
2020;CL;SA-302;DE LEDESMA, CRUCE CON SA-305, A CRUCE CON SA-315 (ALMENDRA);37.58;511.0;2.0;15.0;0.0;4.0;0.0;28.5337896495;242.537212021;0.0;0.0
2020;CL;SA-314;DE VITIGUDINO A ALDEADÁVILA DE LA RIBERA;29.4;547.0;3.0;6.0;0.0;5.0;0.0;51.1085704473;153.325711342;0.0;0.0
2020;CP;SA-324;DE CIUDAD RODRIGO A LUMBRALES;46.255;426.807372176;0.0;19.0;0.0;0.0;0.0;0.0;263.675718972;0.0;0.0
2020;CP;SA-605;DE SALAMANCA A LÍMITE DE PROVINCIA DE ZAMORA;25.445;1870.79084299;6.0;4.0;0.0;8.0;0.0;34.5327126803;57.5545211338;0.0;0.0
2020;CL;SA-804;DE SALAMANCA A CANTALPINO, CRUCE CON SA-801;28.18;1378.87881476;6.0;10.0;0.0;9.0;0.0;42.3049609055;112.813229081;0.0;0.0
2020;CL;SG-112;DE RIAZA (N-110) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;12.46;103.898876404;1.0;2.0;0.0;1.0;0.0;211.630492314;634.891476942;0.0;0.0
2020;CP;SG-135;DE LIMITE PROVINCIA DE SORIA A  CRUCE CON N-110;3.09;317.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CP;SG-223;DE CUÉLLAR (CL-601) A LÍMITE DE PROVINCIA DE VALLADOLID;7.715;1520.0;0.0;4.0;0.0;0.0;0.0;0.0;93.4517865879;0.0;0.0
2020;CP;SG-232;DE BOCEGUILLAS (N-I) A CRUCE CON SG-205;22.1;873.628959276;0.0;5.0;0.0;0.0;0.0;0.0;70.9508894971;0.0;0.0
2020;CP;SG-234;DE CASTILLEJO DE MESLEÓN A CRUCE CON SG-232;6.2;196.0;0.0;7.0;0.0;0.0;0.0;0.0;1578.18319551;0.0;0.0
2020;CL;SG-313;DE CRUCE CON CL-605 A CRUCE CON N-110;15.0;779.0;2.0;1.0;0.0;3.0;0.0;46.8930428309;70.3395642464;0.0;0.0
2020;CL;SG-351;DE SANTIUSTE DE SAN JUAN BAUTISTA A CRUCE CON N-601;8.0;542.0;1.0;1.0;0.0;1.0;0.0;63.1855633625;126.371126725;0.0;0.0
2020;CL;SG-723;DE CRUCE CON N-110 A OTERO DE HERREROS (N-603);8.3;1075.0;1.0;1.0;0.0;1.0;0.0;30.7058114586;61.4116229173;0.0;0.0
2020;CP;SO-100;DE CRUCE CON N-111 A BERLANGA DE DUERO (SO-152);45.682;1388.7372707;2.0;84.0;0.0;2.0;0.0;8.63717920672;371.398705889;0.0;0.0
2020;CL;SO-110;DE ALMAZÁN (N-111) A CRUCE CON N-122;40.28;263.011171797;1.0;18.0;0.0;1.0;0.0;25.860890623;491.356921836;0.0;0.0
2020;CL;SO-115;DE QUINTANA REDONDA (SO-100) A MATAMALA DE ALMAZÁN (SO-110);15.783;486.0;2.0;18.0;0.0;3.0;0.0;71.4350421678;714.350421678;0.0;0.0
2020;CL;SO-152;DE HORTEZUELA (CL-116) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;35.31;276.41345228;0.0;7.0;0.0;0.0;0.0;0.0;196.493542695;0.0;0.0
2020;CP;SO-160;DE EL BURGO DE OSMA (N-122) A LÍMITE DE C.A. DE CASTILLA LA MANCHA;40.65;276.888806888;2.0;19.0;0.0;3.0;0.0;48.6823104269;511.164259483;0.0;0.0
2020;CP;SO-340;DE ALMENAR DE SORIA (N-234) A  MONTEAGUDO DE LAS VICARÍAS_x000D_;38.028;272.830019985;0.0;12.0;0.0;0.0;0.0;0.0;316.878476602;0.0;0.0
2020;CP;SO-380;DE MATALEBRERAS (N-122) A ÓLVEGA;8.87;311.0;0.0;3.0;0.0;0.0;0.0;0.0;297.950680323;0.0;0.0
2020;CP;VA-103;DE CRUCE CON N-620 A CRUCE CON VA-140 (ESGUEVILLAS);13.5;460.925925926;1.0;6.0;0.0;1.0;0.0;44.0293455588;308.205418912;0.0;0.0
2020;CL;VA-104;DE QUINTANILLA DE ONÉSIMO (N-122) A VILLAFUERTE;16.2;108.0;2.0;3.0;0.0;6.0;0.0;313.183130704;782.95782676;0.0;0.0
2020;CL;VA-211;DE CASTRILLO DE DUERO A LÍMITE DE PROVINCIA DE BURGOS;1.8;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CL;VA-302;DE MOJADOS A ALDEAMAYOR DE SAN MARTÍN (CL-601);9.3;437.0;0.0;3.0;0.0;0.0;0.0;0.0;202.238578829;0.0;0.0
2020;CL;VA-303;DE CRUCE CON N-601 A ARRABAL DE PORTILLO;6.8;1010.0;0.0;1.0;0.0;0.0;0.0;0.0;39.8911768695;0.0;0.0
2020;CP;VA-410;DE OLMEDO (CL-112) A ATAQUINES (N-VI);16.535;720.0;4.0;6.0;0.0;5.0;0.0;92.0514070288;230.128517572;0.0;0.0
2020;CP;VA-505;DE MEDINA DE RIOSECO A VILLARDEFRADES (N-VI);25.075;931.115653041;0.0;5.0;0.0;0.0;0.0;0.0;58.6722266816;0.0;0.0
2020;CL;VA-524;DE TORDEHUMOS (VA-505) A LÍMITE DE PROVINCIA DE ZAMORA;21.683;196.0;0.0;1.0;0.0;0.0;0.0;0.0;64.4661440637;0.0;0.0
2020;CL;VA-541;DE BECILLA DE VALDERADUEY (N-601) A LÍMITE DE PROVINCIA DE LEÓN;13.72;239.0;1.0;1.0;0.0;1.0;0.0;83.5516677665;167.103335533;0.0;0.0
2020;CL;VA-610;DE CRUCE CON N-620 A LÍMITE DE PROVINCIA DE ZAMORA;24.0;298.15875;1.0;4.0;0.0;1.0;0.0;38.2867352179;191.43367609;0.0;0.0
2020;CP;VA-705;DE VILLARDEFRADES A LÍMITE DE PROVINCIA DE ZAMORA;15.1;710.0;1.0;1.0;0.0;1.0;0.0;25.5547619382;51.1095238765;0.0;0.0
2020;CL;VA-714;DE A-6 (VILLANUEVA DE LOS CABALLEROS) A LÍMITE DE PROVINCIA DE ZAMORA;8.3;209.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;CP;VA-801;DE ATAQUINES (N-VI) A ALAEJOS (N-620);41.601;457.663782121;0.0;4.0;0.0;0.0;0.0;0.0;57.5594733096;0.0;0.0
2020;CL;VA-900;DE A-62 (VALLADOLID) A A-62 (CUBILLAS DE SANTA MARTA);30.175;787.782601491;1.0;5.0;0.0;1.0;0.0;11.5253327217;69.15199633;0.0;0.0
